,Time,Force (Newtons),Distance (millimeters)
0,1,0.0394687742410849,9.765625e-05
1,11,0.0394687742410849,9.765625e-05
2,66,0.0428912950910849,0.00029296875
3,84,0.0428912950910849,0.00029296875
4,92,0.0428912950910849,0.000390625
5,100,0.0428912950910849,0.000390625
6,106,0.0428912950910849,0.00048828125
7,114,0.0428912950910849,0.00048828125
8,120,0.0428912950910849,0.00048828125
9,128,0.0428912950910849,0.0005859375
10,134,0.0428912950910849,0.0005859375
11,142,0.04610493429608491,0.0006835937500000001
12,148,0.04610493429608491,0.0006835937500000001
13,156,0.04610493429608491,0.00078125
14,163,0.04610493429608491,0.0008789062499999999
15,170,0.04610493429608491,0.0008789062499999999
16,178,0.04610493429608491,0.0009765625
17,185,0.04610493429608491,0.00107421875
18,191,0.04610493429608491,0.00107421875
19,198,0.04610493429608491,0.001171875
20,206,0.04610493429608491,0.00126953125
21,212,0.04610493429608491,0.00126953125
22,219,0.04610493429608491,0.0013671875000000001
23,227,0.04610493429608491,0.00146484375
24,234,0.047348417516084915,0.0015625
25,242,0.04863799199108491,0.0016601562500000002
26,248,0.04863799199108491,0.0016601562500000002
27,255,0.04863799199108491,0.0017578124999999998
28,261,0.04863799199108491,0.00185546875
29,267,0.04863799199108491,0.001953125
30,274,0.04863799199108491,0.00205078125
31,281,0.04863799199108491,0.0021484375
32,288,0.04863799199108491,0.0022460937500000003
33,295,0.04863799199108491,0.00234375
34,302,0.04863799199108491,0.00244140625
35,309,0.04863799199108491,0.0025390625
36,316,0.04863799199108491,0.00263671875
37,324,0.04863799199108491,0.0027343750000000003
38,331,0.049960909076084914,0.00283203125
39,339,0.0514397518960849,0.00302734375
40,346,0.0514397518960849,0.003125
41,355,0.0514397518960849,0.0032226562500000003
42,361,0.0514397518960849,0.0033203125000000003
43,368,0.0514397518960849,0.00341796875
44,375,0.0514397518960849,0.00361328125
45,382,0.0514397518960849,0.0037109375
46,389,0.0514397518960849,0.0038085937500000003
47,396,0.0514397518960849,0.00400390625
48,403,0.0514397518960849,0.0041015625
49,410,0.0514397518960849,0.00419921875
50,417,0.0514397518960849,0.004296875
51,424,0.0514397518960849,0.0044921875000000005
52,430,0.053369700616084904,0.004589843749999999
53,438,0.05552029896108491,0.00478515625
54,445,0.05552029896108491,0.0048828125
55,453,0.05552029896108491,0.005078125
56,460,0.05552029896108491,0.005175781250000001
57,468,0.05552029896108491,0.00537109375
58,475,0.05552029896108491,0.005566406249999999
59,481,0.05552029896108491,0.0056640625
60,489,0.05552029896108491,0.005859375
61,497,0.05552029896108491,0.0060546875
62,505,0.05552029896108491,0.00615234375
63,512,0.05552029896108491,0.00634765625
64,518,0.05552029896108491,0.00654296875
65,526,0.058711382871084905,0.006640625000000001
66,532,0.062188820961084905,0.0068359375
67,540,0.062188820961084905,0.007031249999999999
68,547,0.062188820961084905,0.0072265625
69,555,0.062188820961084905,0.007421875
70,562,0.062188820961084905,0.007617187500000001
71,570,0.062188820961084905,0.0078125
72,578,0.062188820961084905,0.0080078125
73,586,0.062188820961084905,0.008203125
74,593,0.062188820961084905,0.0083984375
75,601,0.062188820961084905,0.00859375
76,608,0.062188820961084905,0.0087890625
77,614,0.062188820961084905,0.008984375000000001
78,622,0.0676256277210849,0.009179687499999999
79,630,0.07334878866108491,0.009375
80,638,0.07334878866108491,0.00966796875
81,645,0.07334878866108491,0.00986328125
82,651,0.07334878866108491,0.01005859375
83,659,0.07334878866108491,0.01025390625
84,666,0.07334878866108491,0.010449218750000001
85,672,0.07334878866108491,0.01064453125
86,679,0.07334878866108491,0.010839843750000001
87,687,0.07334878866108491,0.011132812499999999
88,694,0.07334878866108491,0.011328125
89,702,0.07334878866108491,0.011523437499999999
90,709,0.07334878866108491,0.01181640625
91,718,0.08117057270108491,0.012109375
92,727,0.08117057270108491,0.01240234375
93,734,0.08930813087108491,0.01259765625
94,741,0.08930813087108491,0.012792968750000001
95,749,0.08930813087108491,0.0130859375
96,756,0.08930813087108491,0.013281250000000001
97,764,0.08930813087108491,0.013574218749999999
98,772,0.08930813087108491,0.0138671875
99,780,0.08930813087108491,0.01416015625
100,787,0.08930813087108491,0.01435546875
101,794,0.08930813087108491,0.0146484375
102,802,0.08930813087108491,0.01494140625
103,810,0.09964139797608491,0.015234375000000001
104,816,0.09964139797608491,0.0154296875
105,825,0.09964139797608491,0.01572265625
106,832,0.11041498366608489,0.016015625
107,841,0.11041498366608489,0.01630859375
108,847,0.11041498366608489,0.0166015625
109,856,0.11041498366608489,0.01689453125
110,863,0.11041498366608489,0.0171875
111,872,0.11041498366608489,0.017578125
112,878,0.11041498366608489,0.0177734375
113,932,0.1372028288060849,0.019921875
114,954,0.1372028288060849,0.020898437500000002
115,962,0.1372028288060849,0.02119140625
116,971,0.1372028288060849,0.02158203125
117,978,0.1372028288060849,0.021875000000000002
118,987,0.1372028288060849,0.022265624999999997
119,994,0.1372028288060849,0.02255859375
120,1001,0.1372028288060849,0.02294921875
121,1009,0.1529944773010849,0.023242187499999997
122,1016,0.1529944773010849,0.0236328125
123,1024,0.1696706856260849,0.02392578125
124,1031,0.1696706856260849,0.02421875
125,1039,0.1696706856260849,0.024609375
126,1047,0.1696706856260849,0.025
127,1055,0.1696706856260849,0.025390625
128,1062,0.1696706856260849,0.025683593749999997
129,1070,0.1696706856260849,0.02607421875
130,1078,0.1696706856260849,0.02646484375
131,1084,0.1696706856260849,0.026757812500000002
132,1111,0.1877413995810849,0.028027343750000003
133,1118,0.1877413995810849,0.02841796875
134,1126,0.2067192286610849,0.02880859375
